,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,zero_based
105,org/freyberg6.rch_recharge_20.txt,freyberg6.rch_recharge_20.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_20tcn_inst0_constant.csv,rch_recharge_20tcn_inst0_constant.csv.zone,,,,,,False
106,org/freyberg6.rch_recharge_21.txt,freyberg6.rch_recharge_21.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_21tcn_inst0_constant.csv,rch_recharge_21tcn_inst0_constant.csv.zone,,,,,,False
107,org/freyberg6.rch_recharge_22.txt,freyberg6.rch_recharge_22.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_22tcn_inst0_constant.csv,rch_recharge_22tcn_inst0_constant.csv.zone,,,,,,False
108,org/freyberg6.rch_recharge_23.txt,freyberg6.rch_recharge_23.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_23tcn_inst0_constant.csv,rch_recharge_23tcn_inst0_constant.csv.zone,,,,,,False
109,org/freyberg6.rch_recharge_24.txt,freyberg6.rch_recharge_24.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_24tcn_inst0_constant.csv,rch_recharge_24tcn_inst0_constant.csv.zone,,,,,,False
110,org/freyberg6.rch_recharge_25.txt,freyberg6.rch_recharge_25.txt,,,free,,0,0.0002,2e-05,m,mult/rch_recharge_25tcn_inst0_constant.csv,rch_recharge_25tcn_inst0_constant.csv.zone,,,,,,False
111,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[4],"[0, 1, 2]",free, ,0,[100.0],[0.1],m,mult/ghbcondgr_inst0_grid.csv,,,,,,,False
112,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[4],"[0, 1, 2]",free, ,0,[100.0],[0.1],m,mult/ghbcondcn_inst0_constant.csv,,,,,,,False
113,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[42.0],[32.5],a,mult/ghbheadgr_inst0_grid.csv,,,,,,,False
114,org/freyberg6.ghb_stress_period_data_1.txt,freyberg6.ghb_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[42.0],[32.5],a,mult/ghbheadcn_inst0_constant.csv,,,,,,,False
115,org/freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst0_constant.csv,,,,,,,False
116,org/freyberg6.wel_stress_period_data_1.txt,freyberg6.wel_stress_period_data_1.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst0_grid.csv,,,,,,,False
117,org/freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst1_constant.csv,,,,,,,False
118,org/freyberg6.wel_stress_period_data_2.txt,freyberg6.wel_stress_period_data_2.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst1_grid.csv,,,,,,,False
119,org/freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst2_constant.csv,,,,,,,False
120,org/freyberg6.wel_stress_period_data_3.txt,freyberg6.wel_stress_period_data_3.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst2_grid.csv,,,,,,,False
121,org/freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst3_constant.csv,,,,,,,False
122,org/freyberg6.wel_stress_period_data_4.txt,freyberg6.wel_stress_period_data_4.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst3_grid.csv,,,,,,,False
123,org/freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst4_constant.csv,,,,,,,False
124,org/freyberg6.wel_stress_period_data_5.txt,freyberg6.wel_stress_period_data_5.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst4_grid.csv,,,,,,,False
125,org/freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst5_constant.csv,,,,,,,False
126,org/freyberg6.wel_stress_period_data_6.txt,freyberg6.wel_stress_period_data_6.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst5_grid.csv,,,,,,,False
127,org/freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst6_constant.csv,,,,,,,False
128,org/freyberg6.wel_stress_period_data_7.txt,freyberg6.wel_stress_period_data_7.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst6_grid.csv,,,,,,,False
129,org/freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst7_constant.csv,,,,,,,False
130,org/freyberg6.wel_stress_period_data_8.txt,freyberg6.wel_stress_period_data_8.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst7_grid.csv,,,,,,,False
131,org/freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst8_constant.csv,,,,,,,False
132,org/freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst8_grid.csv,,,,,,,False
133,org/freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst9_constant.csv,,,,,,,False
134,org/freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst9_grid.csv,,,,,,,False
135,org/freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst10_constant.csv,,,,,,,False
136,org/freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst10_grid.csv,,,,,,,False
137,org/freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst11_constant.csv,,,,,,,False
138,org/freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst11_grid.csv,,,,,,,False
139,org/freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst12_constant.csv,,,,,,,False
140,org/freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst12_grid.csv,,,,,,,False
141,org/freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst13_constant.csv,,,,,,,False
142,org/freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst13_grid.csv,,,,,,,False
143,org/freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst14_constant.csv,,,,,,,False
144,org/freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst14_grid.csv,,,,,,,False
145,org/freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst15_constant.csv,,,,,,,False
146,org/freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst15_grid.csv,,,,,,,False
147,org/freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst16_constant.csv,,,,,,,False
148,org/freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst16_grid.csv,,,,,,,False
149,org/freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst17_constant.csv,,,,,,,False
150,org/freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst17_grid.csv,,,,,,,False
151,org/freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst18_constant.csv,,,,,,,False
152,org/freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst18_grid.csv,,,,,,,False
153,org/freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst19_constant.csv,,,,,,,False
154,org/freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst19_grid.csv,,,,,,,False
155,org/freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst20_constant.csv,,,,,,,False
156,org/freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst20_grid.csv,,,,,,,False
157,org/freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst21_constant.csv,,,,,,,False
158,org/freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst21_grid.csv,,,,,,,False
159,org/freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst22_constant.csv,,,,,,,False
160,org/freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst22_grid.csv,,,,,,,False
161,org/freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst23_constant.csv,,,,,,,False
162,org/freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst23_grid.csv,,,,,,,False
163,org/freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst24_constant.csv,,,,,,,False
164,org/freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst24_grid.csv,,,,,,,False
165,org/freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[10],[0.01],m,mult/sfrcondgr_inst0_grid.csv,,,,,,,False
166,org/freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[10],[0.01],m,mult/sfrcondcn_inst0_constant.csv,,,,,,,False
167,org/freyberg6.sfr_perioddata_1.txt,freyberg6.sfr_perioddata_1.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst0_grid.csv,,,,,,,False
168,org/freyberg6.sfr_perioddata_2.txt,freyberg6.sfr_perioddata_2.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst1_grid.csv,,,,,,,False
169,org/freyberg6.sfr_perioddata_3.txt,freyberg6.sfr_perioddata_3.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst2_grid.csv,,,,,,,False
170,org/freyberg6.sfr_perioddata_4.txt,freyberg6.sfr_perioddata_4.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst3_grid.csv,,,,,,,False
171,org/freyberg6.sfr_perioddata_5.txt,freyberg6.sfr_perioddata_5.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst4_grid.csv,,,,,,,False
172,org/freyberg6.sfr_perioddata_6.txt,freyberg6.sfr_perioddata_6.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst5_grid.csv,,,,,,,False
173,org/freyberg6.sfr_perioddata_7.txt,freyberg6.sfr_perioddata_7.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst6_grid.csv,,,,,,,False
174,org/freyberg6.sfr_perioddata_8.txt,freyberg6.sfr_perioddata_8.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst7_grid.csv,,,,,,,False
175,org/freyberg6.sfr_perioddata_9.txt,freyberg6.sfr_perioddata_9.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst8_grid.csv,,,,,,,False
176,org/freyberg6.sfr_perioddata_10.txt,freyberg6.sfr_perioddata_10.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst9_grid.csv,,,,,,,False
177,org/freyberg6.sfr_perioddata_11.txt,freyberg6.sfr_perioddata_11.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst10_grid.csv,,,,,,,False
178,org/freyberg6.sfr_perioddata_12.txt,freyberg6.sfr_perioddata_12.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst11_grid.csv,,,,,,,False
179,org/freyberg6.sfr_perioddata_13.txt,freyberg6.sfr_perioddata_13.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst12_grid.csv,,,,,,,False
180,org/freyberg6.sfr_perioddata_14.txt,freyberg6.sfr_perioddata_14.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst13_grid.csv,,,,,,,False
181,org/freyberg6.sfr_perioddata_15.txt,freyberg6.sfr_perioddata_15.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst14_grid.csv,,,,,,,False
182,org/freyberg6.sfr_perioddata_16.txt,freyberg6.sfr_perioddata_16.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst15_grid.csv,,,,,,,False
183,org/freyberg6.sfr_perioddata_17.txt,freyberg6.sfr_perioddata_17.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst16_grid.csv,,,,,,,False
184,org/freyberg6.sfr_perioddata_18.txt,freyberg6.sfr_perioddata_18.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst17_grid.csv,,,,,,,False
185,org/freyberg6.sfr_perioddata_19.txt,freyberg6.sfr_perioddata_19.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst18_grid.csv,,,,,,,False
186,org/freyberg6.sfr_perioddata_20.txt,freyberg6.sfr_perioddata_20.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst19_grid.csv,,,,,,,False
187,org/freyberg6.sfr_perioddata_21.txt,freyberg6.sfr_perioddata_21.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst20_grid.csv,,,,,,,False
188,org/freyberg6.sfr_perioddata_22.txt,freyberg6.sfr_perioddata_22.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst21_grid.csv,,,,,,,False
189,org/freyberg6.sfr_perioddata_23.txt,freyberg6.sfr_perioddata_23.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst22_grid.csv,,,,,,,False
190,org/freyberg6.sfr_perioddata_24.txt,freyberg6.sfr_perioddata_24.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst23_grid.csv,,,,,,,False
191,org/freyberg6.sfr_perioddata_25.txt,freyberg6.sfr_perioddata_25.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst24_grid.csv,,,,,,,False
192,org/freyberg6.ic_strt_layer3.txt,freyberg6.ic_strt_layer3.txt,,,free,,0,1e+30,-1e+30,d,,freyberg6.ic_strt_layer3.txt.zone,,,,,,False
193,org/freyberg6.ic_strt_layer2.txt,freyberg6.ic_strt_layer2.txt,,,free,,0,1e+30,-1e+30,d,,freyberg6.ic_strt_layer2.txt.zone,,,,,,False
194,org/freyberg6.ic_strt_layer1.txt,freyberg6.ic_strt_layer1.txt,,,free,,0,1e+30,-1e+30,d,,freyberg6.ic_strt_layer1.txt.zone,,,,,,False
